Argument ID	Part	Usage	Conclusion	Stance	Premise
A19247	usa	train	We should ban cosmetic surgery	in favor of	cosmetic surgery should be banned.   god made you a certain way and these procedures are going against that.   besides, it could be dangerous as joan rivers died from complications during surgery.
A19248	usa	train	We should limit executive compensation	against	in a competitive market companies have to attract the best talent
A19250	usa	train	We should legalize cannabis	against	it impairs your mind so it should be illegal
A19252	usa	train	We should legalize polygamy	against	It is immoral to have more than one wife (or husband).
A19253	usa	train	Assisted suicide should be a criminal offence	against	Assisted suicide should not be a criminal offence as people should not be expected to live in vegetative states and need help to make their own decisions to die a reality.
A19254	usa	train	We should abolish intellectual property rights	in favor of	ip rights should be abolished as their original use has long since been abandoned in favour of large organisations abusing their legal powers with them.
A19255	usa	train	We should fight urbanization	against	urbanization helps people stay close  to the stuff they need like grocery stores
A19256	usa	train	Blockade of the Gaza Strip should be ended	against	the blockade is there to protect the citizens and prevent more violence
A19258	usa	train	Entrapment should be legalized	in favor of	people should be allowed to entrapment because it's another way to express themselves
A19259	usa	train	We should adopt libertarianism	against	we would crumble without services provided to us via the government - roads, fire stations, and more.
A19261	usa	train	Payday loans should be banned	against	payday loans should  not be banned because some peoples last hope is these kinds of stores.
A19262	usa	train	We should prohibit school prayer	in favor of	School prayers should be prohibited as it indoctrinates people into a particular faith and excludes pupils of other faiths.
A19263	usa	train	We should prohibit women in combat	against	Women bring a lot of intelligence and strategy when they go into combat that enhances the effectiveness of their units.
A19264	usa	train	We should introduce compulsory voting	in favor of	by requiring all citizens to vote, we would be able to elect politicians who more accurately represent the public's will.
A19265	usa	train	We should introduce compulsory voting	in favor of	compulsory voting would saturate the polls with new faces, causing more change and better results.
A19266	usa	train	Foster care brings more harm than good	against	foster care allows children to stay in a family environment as opposed to institutions
A19267	usa	train	We should subsidize space exploration	in favor of	we should subsidize space exploration because it is beneficial for educational purposes
A19268	usa	train	We should close Guantanamo Bay detention camp	against	closing guantanamo bay would release dangerous criminals into the world
A19269	usa	train	Intelligence tests bring more harm than good	in favor of	People possess many different forms of I Q, from logical IQ to emotional IQ and that might not always be highlighted in standard IQ tests
A19270	usa	train	We should ban naturopathy	in favor of	Naturopathy, especially when used on children instead of real treatment, can literally cause death.
A19271	usa	train	We should ban telemarketing	against	we shouldn't ban telemarketing because it is a useful way to make sales and it isn't overly abusive to people
A19272	usa	train	Entrapment should be legalized	against	entrapment shouldn't be legal because it forces people into uncomfortable situations and can put truly innocent people in prison because of a choice they were forced to make because a cop tricked them.
A19273	usa	train	We should limit executive compensation	in favor of	Executive compensation should be limited so that those who are at the bottom can make more money.
A19274	usa	train	We should ban algorithmic trading	in favor of	we should ban algorithmic trading because theres is scientic advance
A19276	usa	train	We should abolish capital punishment	in favor of	capital punishment should be abolished as man has no right to decide to take another life no matter that that person has done.
A19277	usa	train	We should legalize prostitution	against	when prostitution moves into a neighborhood, so do drugs and violence
A19278	usa	train	We should ban human cloning	against	human cloning will provide necessary organs when there are few resources
A19279	usa	train	We should abolish intellectual property rights	in favor of	intellectual property right stop innovation and progress by not allowing general development of an idea by others who may deserve that opportunity
A19280	usa	train	We should close Guantanamo Bay detention camp	against	we shouldn't close guantanamo bay detection camp for national security
A19281	usa	train	We should close Guantanamo Bay detention camp	in favor of	guantanamo bay's treatment of prisoners violates the geneva convention
A19282	usa	train	We should prohibit flag burning	in favor of	the burning of the flag is highly offensive to millions of people and is very likely to incite violence against the person/s doing it, as well as disrespect those  from the military who died to defend the flag
A19284	usa	train	We should abolish the Olympic Games	against	the olympic games allow for a show of strength among a country's athletes in a sportsman like manner, allowing for global participation and unification.
A19285	usa	train	We should end the use of economic sanctions	in favor of	economic sanctions cause a weight on country governments that have violated human rights, dangerous acts, et al and the only thing that governments can relate to are monetary hardships.
A19287	usa	train	Surrogacy should be banned	against	surrogacy is the only way some couples can have a family so should not be banned.
A19288	usa	train	We should abolish the Olympic Games	against	we should not abolish the olympic games because it brings the world together to celebrate sporting greatness.
A19289	usa	train	We should end racial profiling	against	racial profiling can be a useful crime solving tool, when administered fairly.
A19290	usa	train	Assisted suicide should be a criminal offence	against	some sick people don't want to go on suffering, and this is the way they want.
A19291	usa	train	We should ban algorithmic trading	against	if the technology exists then it should be okay to use it
A19292	usa	train	We should legalize polygamy	in favor of	today's world is very complicated and is no longer necessary to have the archaic monogamy therefore polygamy should be legalized.
A19293	usa	train	The vow of celibacy should be abandoned	against	celibacy is a major tenant of the catholic church and should be allowed to remain it is a freedom of practice of religion concept. it is a show of faithfulness to god,  a degree of purity most will never have.
A19294	usa	train	We should abolish the three-strikes laws	in favor of	Recidivism rates are highly unlikely to go down after a third crime; it is therefore just to remove this person from society.
A19295	usa	train	We should subsidize stay-at-home dads	against	we should not subsidize any stay-at-home parent. it is possible to work from home and raise children and i should not work to pay for others to have a child.
A19296	usa	train	We should ban human cloning	against	human cloning opens up a path never before filled with benefits for human beings, allowing in the future the eradication of many diseases.
A19297	usa	train	We should introduce compulsory voting	against	if someone has no choice it is wrong to insist that they choose
A19298	usa	train	We should subsidize stay-at-home dads	against	stay-at-home dads should not be subsidized because it removes the incentive to be the breadwinner
A19299	usa	train	We should legalize prostitution	against	prostitution leads women to abusive and dangerous situations and should never be legalized.
A19301	usa	train	We should legalize polygamy	in favor of	polygamy is legal in many societies and religions. if it is not legal this discriminates against certain religions.
A19302	usa	train	We should abolish capital punishment	against	some threats need to be eliminated for the public good
A19303	usa	train	We should ban private military companies	against	using private military companies is no different to buying weapons or vehicles from private companies.
A19304	usa	train	We should introduce compulsory voting	against	we shouldnt because people might just vote for anyone if they have no interest in politics and could sway the vote.
A19305	usa	train	We should prohibit school prayer	against	students have the right to express themselves, and that includes expressions of faith.
A19306	usa	train	We should ban the Church of Scientology	against	we shouldn't ban the church of scientology because banning a religion goes against the constitution
A19307	usa	train	We should adopt gender-neutral language	against	it would be expensive to change to a gender neutral language and that money could be better spent elsewhere  world hunger for example
A19308	usa	train	Surrogacy should be banned	against	surrogacy is a way for couples that are otherwise infertile to have children.
A19309	usa	train	We should fight urbanization	in favor of	the more crowded a place become the more crime rises.
A19310	usa	train	We should end the use of economic sanctions	in favor of	sanctions ultimately only hit the general population of the country affected, especially the vulnerable.  this serves to stir up bad feeling towards the countries implementing the sanction.
A19311	usa	train	We should end mandatory retirement	against	it provides more jobs for people that need to earn an income for their families, so mandatory retirement is a good idea
A19312	usa	train	We should ban the use of child actors	against	and if we forbid it, who will play the role of the children? this is a decision only of parents and children, the government should not get involved
A19313	usa	train	We should abolish intellectual property rights	in favor of	it gives more people an opportunity to improve a product already on that market without worrying about copyright infringement.
A19314	usa	train	We should abolish intellectual property rights	against	we should not abolish intellectual property rights because it protects that person's claim to their inventions and discoveries.
A19315	usa	train	We should ban naturopathy	against	naturopathy should not be banned, but should instead be researched further to enable a standardization of scientific backing of any claims so they can be proven or disproven.
A19316	usa	train	We should legalize cannabis	in favor of	we should legalize cannabis as it appears to do more good than harm for those that have illnesses.
A19317	usa	train	We should end racial profiling	against	By proactively stopping potential crimes using racial profiling, the crime rates over time will decrease.
A19318	usa	train	We should ban human cloning	in favor of	human cloning could in the future be a big problem for humanity by creating a natural imbalance
A19319	usa	train	Intelligence tests bring more harm than good	in favor of	intelligence tests will cause children with alternative learning styles to fall through the cracks in the educational system.
A19320	usa	train	We should ban cosmetic surgery	against	cosmetic surgery helps many people with their self esteem.
A19321	usa	train	We should ban naturopathy	against	taking responsibility for yourself rather than relying on the doctor for small issues like a cold, and treating it naturally, can be very beneficial for everyone.
A19322	usa	train	We should subsidize embryonic stem cell research	in favor of	embryonic stem cell research may lead to life-saving treatments such as the growing of spare organs, which can save many lives.
A19323	usa	train	The use of public defenders should be mandatory	against	People have a right to be represented by the best when they are facing potential fines, incarceration, or worse. Mandating public defenders strips people of this right.
A19324	usa	train	Social media brings more harm than good	against	social media is great because it can connect people across the globe. it was never before possible to have a live face to face conversation with someone than we can now with social media video apps.
A19325	usa	train	We should fight for the abolition of nuclear weapons	in favor of	nuclear weapons are unique in their destructive power, in the unspeakable human suffering they cause, in the impossibility of controlling their effects in space and time
A19326	usa	train	We should subsidize space exploration	in favor of	The natural resources on earth are dwindling, we have to subsidize space exploration in order to find an outlet for this horrifying situation.
A19328	usa	train	We should ban cosmetic surgery	against	if people want to get work done it is their choice
A19331	usa	train	We should ban cosmetic surgery	against	people have the right to fix their perceived flaws and raise their self esteem.
A19332	usa	train	We should limit executive compensation	in favor of	executives make enough and shouldn't be gaining any more when there are others who deserve bonuses
A19333	usa	train	We should stop the development of autonomous cars	against	autonomous cars allow those with disabilities that hinder driving to be able to travel to appointments, shopping and social events, and not to live isolated from others.
A19334	usa	train	We should legalize polygamy	in favor of	Legalizing polygamy would remove the stigma from those who already practice it due to religious beliefs.
A19335	usa	train	We should prohibit women in combat	against	women can be as physically capable as men and because they think differently to men can bring a different perspective that could be invaluable in combat.
A19336	usa	train	We should ban telemarketing	in favor of	telemarketing is a pock mark on society. it disrupts peoples lives, causes extreme aggravation and pushes unwanted products and services on the poor, elderly and those prone to being taken advantage of.
A19338	usa	train	Holocaust denial should be a criminal offence	against	Criminalizing holocaust denial gives alt-right organizations a way to play the victim of the state and boost popularity and recruitment.
A19339	usa	train	We should prohibit flag burning	in favor of	someone who is disrespectful to all the country symbolizes should not get to enjoy the rights and freedoms that said country offers.
A19342	usa	train	We should ban private military companies	against	private military companies provide an armed protection for some that may not have it normally
A19343	usa	train	Social media brings more harm than good	in favor of	social media allows its user base to hide behind a computer screen which enables them to act, do, and say things they would likely not do and shouldn't do,  in public.
A19344	usa	train	We should abolish the right to keep and bear arms	in favor of	not allowing guns would help to keep crime down
A19345	usa	train	We should abolish zoos	in favor of	zoos are cruel to animals, because often if a human does something stupid the animal will get shot or killed.
A19346	usa	train	We should fight urbanization	against	urbanization goes hand in hand with mass transit, leading to more jobs and an easier way to get to those jobs, which benefits everybody.
A19347	usa	train	We should adopt a multi-party system	in favor of	a multi-party ensures that all people and voices are heard and represented.
A19348	usa	train	Entrapment should be legalized	in favor of	entrapment should be allowed to help police in tackling crime.
A19349	usa	train	We should legalize cannabis	in favor of	it can be very beneficial for people with certain illnesses so should be legal
A19350	usa	train	We should abolish capital punishment	in favor of	killing people is wrong, no matter what crime they committed
A19351	usa	train	We should subsidize journalism	in favor of	subsidizing journalism allows the news outlets to be of a higher quality and keep people more informed about the world around them
A19352	usa	train	We should subsidize space exploration	in favor of	space exploration is vital to the future of humanity, when we destroy this planet, we will need to have an alternative
A19353	usa	train	We should ban private military companies	in favor of	private military companies are not viable solutions because they do nothing to actually solve the problem in the long-term
A19355	usa	train	Holocaust denial should be a criminal offence	in favor of	making it a criminal offense would hold accountable those who deny our past horrors
A19356	usa	train	We should cancel pride parades	in favor of	religious individuals may object to pride parades
A19358	usa	train	We should subsidize journalism	against	journalism can make enough income to support itself as is seen by the countless successful media outlets
A19359	usa	train	We should adopt gender-neutral language	in favor of	the words &quot;he&quot; and &quot;she&quot; are a way of labeling human beings and not everyone feels like they fit into either of these categories. by doing away with gender specific words you will make everyone feel the same.
A19362	usa	train	We should adopt a zero-tolerance policy in schools	in favor of	we need to keep other kids safe in schools by enforcing a zero-tolerance policy in schools.   we can't have drugs or weapons in our schools and give those kids a pass.
A19363	usa	train	We should abandon the use of school uniform	in favor of	school uniforms do not allow children to emphasize their differences, denying individuality.
A19365	usa	train	We should adopt a zero-tolerance policy in schools	against	teaching children to think for themselves and learn based on their own actions is important to their growth.  stunting them with zero-tolerance does no one any favors.
A19366	usa	train	We should ban the use of child actors	against	children provide unique storytelling opportunities for movies and should not be banned as long as they are properly raised and cared for.
A19367	usa	train	We should adopt an austerity regime	against	an austerity regime will be a disaster.   people will lose jobs as programs are cut and this could lead to riots and unrest as it did in greece in 2011.
A19369	usa	train	We should cancel pride parades	in favor of	people dont want to have gay people thrown in their face if they dont approve of them
A19370	usa	train	Social media brings more harm than good	in favor of	it instill a culture of selfish self importance
A19371	usa	train	Assisted suicide should be a criminal offence	in favor of	assisted suicide should be a criminal offence because killing is wrong whether it is willingly or not
A19372	usa	train	We should limit executive compensation	against	executive compensation encourages them to work for their pay
A19373	usa	train	We should ban algorithmic trading	in favor of	algorithmic trading gives an unfair advantage to those who have access to such technology and results in losses for the &quot;little guy&quot;.
A19375	usa	train	We should abolish the three-strikes laws	against	The three-strikes law is a deterrent against crime.
A19376	usa	train	We should legalize prostitution	against	legalizing prostitution sends the message that prostitution is okay, but it is not. prostitution is just the tip of the iceberg of human trafficking and abuse. it should not be condoned.
A19378	usa	train	The use of public defenders should be mandatory	in favor of	making the use of public defenders mandatory would level the playing field and enable justice fo all, as opposed to when the wealthy can spend millions to hire counsel to extricate themselves from crimes.
A19379	usa	train	We should end the use of economic sanctions	against	we should not end the use of economic sanctions because they help the nations with exports and imports of goods
A19383	usa	train	We should subsidize Wikipedia	against	wikipedia allows people to say whatever they want on a topic and does not have to be true or provable.
A19384	usa	train	Intelligence tests bring more harm than good	in favor of	intelligence test give some people a false sense of superiority and others a feeling of failure. the test does not tell  how successful a person will be and their ability to function in the real world.
A19385	usa	train	We should abandon marriage	in favor of	marriage is an antiquated convention based upon religion that the government should not support via financial incentives. if i disagree with christian norms and choose not to marry, why should i miss out?
A19386	usa	train	We should abolish capital punishment	in favor of	capital punishment can often cause great pain when being implemented and does not deter violent crime which is often committed in the throes of rage not to mention the injustice to the wrongly convicted.
A19387	usa	train	We should subsidize space exploration	in favor of	space exploration is the last great frontier for scientific discovery and should be publicly funded.
A19388	usa	train	We should subsidize space exploration	in favor of	space exploration gives insight into our world and other planets which could be invaluable.
A19389	usa	train	We should abolish intellectual property rights	against	intellectual property rights shouldn't be abolished because it helps to ensure the originator is reimbursed accurately for their ideas.
A19390	usa	train	We should adopt an austerity regime	against	an austerity regime would be harmful
A19391	usa	train	We should adopt a multi-party system	against	a multi-party system will lack real leadership and will mean that policies often end up being diluted or not passed at all as a majority can not be reached.
A19392	usa	train	We should ban private military companies	against	private military companies are made up of soldiers that are probably much better trained than the kids we currently send to military.
A19393	usa	train	We should adopt gender-neutral language	against	we should not adopt gender-neutral language because more people than not specify with a certain gender and want to be addressed as such.
A19394	usa	train	We should close Guantanamo Bay detention camp	against	if we close gitmo we are simply tranferring the problem elsewhere.
A19395	usa	train	Surrogacy should be banned	in favor of	this is too dangerous for the  parents to be. often the surrogate mother changes her mind.
A19396	usa	train	We should adopt libertarianism	against	we shouldn't because some people need intervention to make decisions.
A19397	usa	train	Surrogacy should be banned	against	surrogacy gives those who can't have children a way to have them.
A19398	usa	train	We should legalize polygamy	against	polygamy leads to exploitation of children who get married before they can decide what is best for them, it is a predatory system that brainwashes women
A19399	usa	train	Foster care brings more harm than good	against	foster care do not bring more harm than good because there are many trusted institutions that are taking care people more properly especially the older ones.
A19400	usa	train	We should abolish the Olympic Games	against	the tradition of the olympic games is brilliant for pulling together all countries of the world that it should never be abolished.
A19401	usa	train	Foster care brings more harm than good	against	foster care families  provide loving homes for children who need support
A19403	usa	train	We should ban the use of child actors	in favor of	child actors grow up to be disfunctional adults because they are missing out on all of the social interaction children need with each other to learn the process of interaction with people their own age.
A19405	usa	train	We should ban whaling	against	whaling provides jobs for many people
A19406	usa	train	We should adopt libertarianism	in favor of	libertarianism give more freedom to the people and cuts out government influence in their lives.
A19408	usa	train	Holocaust denial should be a criminal offence	in favor of	denial of this is wrong, it happened and many people died
A19409	usa	train	We should abolish intellectual property rights	in favor of	intellectual property rights are absurd, we deserve to express what we think it does not matter if another already thinks so
A19410	usa	train	We should prohibit school prayer	against	if parents want their kids to pray at school so be it
A19411	usa	train	We should adopt an austerity regime	against	The free market knows best how to get out of a recession. Any government involvment would worsen the economic situation.
A19413	usa	train	We should ban factory farming	against	it is the only way we currently have to feed the masses.
A19414	usa	train	We should ban whaling	against	whaling is an important part of some cultures and provides jobs. you can't take that away from people that rely on it just because you don't like it.
A19415	usa	train	We should subsidize journalism	against	there is simply no need, there is enough money in journalism and plenty of valuable, objective sources available
A19416	usa	train	We should ban fast food	against	fast food enables people who lead busy lives to be able to have meals on the go.  this way they do not miss meals.
A19417	usa	train	We should ban naturopathy	in favor of	we should ban naturopathy because  it's unregulated so there is no guarantee that what is being advertised works and in some cases has lead to death.
A19418	usa	train	Surrogacy should be banned	in favor of	surrogacy is just another term for baby selling which is against the law.
A19419	usa	train	We should prohibit women in combat	in favor of	we should prohibit women in combat, they are a distraction to male fighters who think they must protect the females
A19421	usa	train	We should abolish safe spaces	against	We should not abolish safe spaces because people who have PTSD will disengage from universities and other spaces if they cannot participate safely.
A19422	usa	train	Holocaust denial should be a criminal offence	against	no one should be punished because he or she doesn't believe something
A19423	usa	train	The vow of celibacy should be abandoned	in favor of	the vow of celibacy is what drives the religious people to commit crimes
A19424	usa	train	Blockade of the Gaza Strip should be ended	in favor of	Israel's military and economic superiority makes the blockade an imperialistic action.
A19425	usa	train	We should abandon the use of school uniform	against	school uniforms should still be used because they can increase student focus
A19426	usa	train	Social media brings more harm than good	in favor of	social media can help to  foster radicalism & extremism
A19427	usa	train	We should end affirmative action	against	affirmative action is incredibly important to ensure visibility and equality are strived for, in a society where systemic racism, sexism and homophobia are ingrained in a systems of commerce.
A19428	usa	train	We should abolish the three-strikes laws	in favor of	three -strikes laws take discretion away from judges.  a person committing a minor crime could be sentenced to life if he had a criminal history from long ago.  these laws backlog our courts, cram our prisons.
A19429	usa	train	We should fight for the abolition of nuclear weapons	in favor of	Nuclear weapon has lost it's deterrence after the cold war, and so it's not usefull anymore
A19430	usa	train	We should stop the development of autonomous cars	against	autonomous cars would help the elderly.
A19431	usa	train	We should ban the Church of Scientology	in favor of	the veracity of scientology has been sufficiently questioned as to not accept churches of scientology
A19432	usa	train	Holocaust denial should be a criminal offence	against	while the events of the holocaust are awful, questioning whether or not it actually happened shouldn't be punishable by prison time.
A19433	usa	train	Foster care brings more harm than good	in favor of	foster care systems are often poorly supervised and allow vulnerable kids to receive continued abuse and neglect.
A19434	usa	train	We should fight urbanization	against	we shouldn't fight urbanization because cities are a more economical way of living. it reduces pollution by having less people driving cars and it uses less natural resources by building livings places upright
A19435	usa	train	We should ban the Church of Scientology	in favor of	scientology is an evil cult that is sustained by stealing from its acolytes large sums of money in exchange for nothing
A19436	usa	train	We should abolish the right to keep and bear arms	in favor of	the right to keep and bear arms is a totally outdated constitutional bedrock that underpins horrifically high rates of gun crime.
A19437	usa	train	We should subsidize space exploration	in favor of	space exploration advances the frontiers of mankind, and could well discover new resources that will be invaluable due to the depletion of those on earth.
A19438	usa	train	We should prohibit flag burning	in favor of	we should prohibit flag burning since it disrespects our country.
A19439	usa	train	We should fight for the abolition of nuclear weapons	against	Without the guaranteed peace caused by nuclear weapons, countries are more likely to turn to violence and squabbling.
A19440	usa	train	We should abolish zoos	against	zoos allow animals to live in safety and to have a constant food source
A19441	usa	train	We should abolish safe spaces	against	young people aren't conscious of what effect what they say has on someone else and a safe space prevents them from doing anything to anyone else
A19442	usa	train	We should subsidize Wikipedia	in favor of	the wealth of knowledge in wikipdia available to the public for free is too valuable to risk ever losing so it should be subsidized to ensure it continues.
A19443	usa	train	We should ban cosmetic surgery for minors	against	minors should be able to make decisions to have cosmetic surgery if it will help their self-confidence.
A19444	usa	train	We should ban the use of child actors	against	it is right and proper that talented children are able to earn money from acting
A19445	usa	train	We should legalize organ trade	in favor of	a human being at death can help others to live and through organ trade help their families live
A19446	usa	train	We should abolish the Olympic Games	against	We should not abolish the Olympic Games as they are viewed as the pinnacle of success for many athletes around the world.
A19447	usa	train	We should abolish the right to keep and bear arms	against	We should not abolish the right to keep and bear arms as we have a right to defend ourselves given by the constitution.
A19448	usa	train	We should adopt gender-neutral language	in favor of	gender-neutral language takes gender out of the equation, so that people can focus on content, not gender.
A19449	usa	train	The use of public defenders should be mandatory	in favor of	using public defenders would be a fairer system ensuring that everyone has the same level of representation, not just those who can afford better.
A19451	usa	train	We should ban cosmetic surgery for minors	in favor of	cosmetic surgery for beautification is unnecessary for minors because their body hasn't finished developing yet.
A19452	usa	train	We should legalize organ trade	against	we shouldn't legalize organ trade because is horror for familiys
A19453	usa	train	We should abolish zoos	in favor of	Zoos are just a place for animals to be locked up and stared at by people.
A19454	usa	train	The vow of celibacy should be abandoned	in favor of	the vow of celibacy puts undue pressure on priests to have a lifestyle that is unnatural and has been linked to child abuse cases because of their frustration.
A19455	usa	train	We should subsidize Wikipedia	in favor of	subsidising wikipedia would give it the funds needed to continue this valuable informative tool without needing to beg for funds.
A19456	usa	train	We should abolish safe spaces	against	some people fear of retribution  from those that oppose their thoughts and ideas.  this is a place they can feel safe.
A19457	usa	train	We should legalize organ trade	in favor of	Organs, as part of our bodies, are our property and should not be regulated by the government; we should be free to sell them on an open market.
A19458	usa	train	We should subsidize embryonic stem cell research	in favor of	embryonic stem cell research can create significant, life saving advancements in medicine.
A19460	usa	train	We should legalize prostitution	in favor of	Legalization of prostitution will save millions of dollars in state resources that are currently spent cracking completely harmless small time prostitutes.
A19462	usa	train	We should ban telemarketing	against	Banning telemarketing will create job losses for many people who work in this industry.
A19463	usa	train	We should abolish the right to keep and bear arms	in favor of	we need to stop all the shootings that are happening and abolishing the right to keep and bear arms is a good start
A19464	usa	train	We should adopt an austerity regime	against	we should not allow an austerity regime because it will completely destroy the country by causing worse economic demise.
A19465	usa	train	We should ban whaling	against	whaling is a traditional occupation of some cultures and their cultural heritage would be lost if they were not able to continue whaling.
A19467	usa	train	We should ban human cloning	against	human cloning allows for the study of genetic disorders, opening the door for huge leaps in medical science and disease cures.
A19468	usa	train	Assisted suicide should be a criminal offence	in favor of	assisted suicide is murder by another name and should remain illegal
A19469	usa	train	Intelligence tests bring more harm than good	in favor of	intelligence tests bring more harm than good because it will give people low self esteem if they get a low score on the test
A19470	usa	train	We should abolish zoos	in favor of	some zoos have terrible living conditions and the animals aren't stimulated at all
A19471	usa	train	We should prohibit flag burning	in favor of	flag burning is an insult to all those that served the country.
A19472	usa	train	We should ban whaling	in favor of	whaling is barbaric and cruel to whales and should therefore be banned
A19473	usa	train	Social media brings more harm than good	in favor of	social media can be detrimental to mental health as it can lead to inaccurate ideas about other people's lives. this is because people will often post the best parts of their lives.
A19474	usa	train	We should abolish the three-strikes laws	against	We should not abolish the three-strikes laws, because crime has fallen since they were introduced.
A19475	usa	train	Payday loans should be banned	in favor of	yes, you need to make workers aware of what they can really spend, no borrowing
A19476	usa	train	We should abolish the right to keep and bear arms	in favor of	guns are much too dangerous and often get in the wrong hands
A19478	usa	train	We should end racial profiling	in favor of	Racial profiling is anti-meritocratic because it puts people down solely because of their race.
A19480	usa	train	We should ban private military companies	in favor of	private military companies do not all follow the rules of the country
A19481	usa	train	We should end mandatory retirement	in favor of	if someone can still work they should be allowed. it will cause less strain on social security.
A19482	usa	train	We should ban naturopathy	against	people should be able to make their own choices about their health as long as they aren't harming other people.
A19483	usa	train	We should introduce compulsory voting	against	no one should be forced to do something they do not want to do
A19484	usa	train	We should adopt an austerity regime	in favor of	it's about getting the deficit down and engaging in austerity regime, the overall impact on the economy is positive in the short term
A19485	usa	train	Blockade of the Gaza Strip should be ended	in favor of	The Palestinian people in Gaza cannot properly build up their economy and become a truly independent people without ending the blockade.
A19486	usa	train	We should abolish intellectual property rights	against	people have the right to profit from their ideas
A19487	usa	train	Intelligence tests bring more harm than good	against	intelligence tests give confidence to those placed behind their level
A19488	usa	train	We should adopt libertarianism	against	there won't be a government to provide order in society, there are many types of evil in this world & because of this people cannot be trusted to respect other people which will lead to violent attacks
A19489	usa	train	We should ban human cloning	against	we should not ban human cloning because it can help save lifes
A19490	usa	train	Holocaust denial should be a criminal offence	against	it's just freedom of speech, you can't arrest someone for not believing something
A19491	usa	train	We should abolish the Olympic Games	against	the olympic games are necessary to promote healthy competition in the world and show the cultures of many countries.
A19492	usa	train	We should ban telemarketing	against	telemarketing could bring worthwhile products to the attention of people who would not otherwise be aware of them.
A19493	usa	train	Surrogacy should be banned	against	surrogacy should not be banned because it benefit women or couples that cannot get pregnant themselves
A19494	usa	train	We should end the use of economic sanctions	against	economic sanctions must be retained as it is the only way in which dishonest countries can be made to mend their ways.
A19495	usa	train	We should abolish the three-strikes laws	in favor of	we should abolish the three-strikes laws and just stick to one law, because it may stop reoffending if it's that harsh
A19496	usa	train	We should ban cosmetic surgery for minors	in favor of	Allowing cosmetic surgery for minors creates more risk for doctors and therefore more frivolous lawsuits and money spent on malpractice insurance. This is bad for the healthcare system overall.
A19497	usa	train	We should subsidize journalism	in favor of	subsidising journalism will put more resources into good investagative journalism.
A19498	usa	train	We should ban the Church of Scientology	against	we have the right to practice different religions and the church of scientology should not be banned.
A19499	usa	train	We should subsidize space exploration	in favor of	the future of the human race will rely on moving to other planets in the future therefore we need to subsidize space exploration to speed up research.
A19500	usa	train	Assisted suicide should be a criminal offence	in favor of	Helping someone to commit suicide is no different than murder and needs to be a criminal offence. Life is sacred and must always be seen as such.
A20001	usa	train	We should ban factory farming	against	this method increases meat products to meet the high demand.
A20002	usa	train	We should end the use of economic sanctions	in favor of	Economic sanctions are immoral and hurt the people they are supposed to be protecting.
A20003	usa	train	We should prohibit flag burning	in favor of	prohibiting flag burning is the right thing to do to respect our country and morals.
A20004	usa	train	We should ban the Church of Scientology	against	people are free to follow the religion they choose, no matter how out there the beliefs are.
A20005	usa	train	We should ban private military companies	in favor of	military companies put their employees at unnecessary risk and should be banned
A20006	usa	train	We should abolish zoos	against	zoos are working to breed endangered species
A20007	usa	train	We should limit executive compensation	against	executive compensation is simply part of a modern remuneration package, and just as with basic salaries, and attractive compensation scheme is needed to attract the best talent to an organisation.
A20008	usa	train	We should ban factory farming	in favor of	factory farming is cruel to the animals that are forced into a much smaller space than they would have in nature. therefore it should be banned.
A20009	usa	train	We should adopt gender-neutral language	against	we should not adopt gender-neutral language because it is stupid to change the way people been speaking for hundreds of years
A20010	usa	train	We should legalize polygamy	in favor of	in this day and age, we recognize non-traditional family structures as legitimate and polygamy should be no different.
A20011	usa	train	We should adopt an austerity regime	against	an austerity regime has never been shown to work because there is always someone who insists that his project must be funded
A20012	usa	train	We should subsidize embryonic stem cell research	in favor of	we definitely should, this research can make significant breakthroughs for musical science
A20013	usa	train	We should ban naturopathy	in favor of	naturopathy is unproven in treating diseases and can prevent proper treatment resulting while not eliminating an illness resulting in more harm.
A20014	usa	train	We should ban cosmetic surgery	in favor of	we should ban cosmetic surgery especially for vanity reasons because it makes people look stupid
A20015	usa	train	We should stop the development of autonomous cars	in favor of	Autonomous cars have caused deadly accidents and they will never be safe enough for widespread public use.
A20016	usa	train	We should abolish intellectual property rights	against	people that come up with intellectual property should have the right to it and not have to share it with others if they don't want to
A20018	usa	train	We should stop the development of autonomous cars	in favor of	we should stop the development of autonomous cars because they are too dangerous and unreliable until further safety measures and advancements have been made.
A20019	usa	train	We should introduce compulsory voting	in favor of	compulsory voting would ensure that more people were getting their voice heard at election time, making a fairer election
A20021	usa	train	We should subsidize Wikipedia	in favor of	wikipedia provides an invaluable service and we need to secure its ability to exist in the near and distant future
A20022	usa	train	We should abandon the use of school uniform	against	school uniforms eliminated having to buy numerous outfits, trying to buy close that are in style, which can be expensive, uniforms can save money for other school related needs.
A20023	usa	train	We should ban cosmetic surgery for minors	in favor of	we should ban cosmetic surgery for minors because is nocive for health
A20024	usa	train	We should abolish the right to keep and bear arms	in favor of	weapons are very tentative to commit a crime or create a vendetta against another person, that is why it is important to abolish the possession and carrying of arms.
A20025	usa	train	Blockade of the Gaza Strip should be ended	against	blockage of the gaza strip should not be ended because it stops some evil people from crossing
A20029	usa	train	We should ban the use of child actors	against	providing child actors are still taught school subjects and that they are given time to be children then it is good for them and the money earned will give them freedom as adults to do whatever they want
